referencia,nombre,familia,unidad,precio_tarifa,iva,atributos
8000049437,Pack GeniaSet Max ES 15 230V inoxidable MiPro Sense cableado 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,19480.00,21,"{""control"": ""cableado""}"
8000049438,Pack GeniaSet Max ES 15 400V inoxidable MiPro Sense inalámbrico 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,20380.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
8000049439,Pack GeniaSet Max ES 15 400V inoxidable MiPro Sense cableado 2C NOVEDAD DISPONIBLE A PARTIR DE JULIO,otros,ud,20280.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
0020307741,Pack Genia Air Max 4 con MiPro Sense inalámbrico HASTA FIN DE EXISTENCIAS GENERACION,otros,ud,9230.00,21,"{""control"": ""inalambrico""}"
0020307742,Pack Genia Air Max 4 con MiPro Sense cableado HASTA FIN DE EXISTENCIAS GENIAAIR,otros,ud,9130.00,21,"{""control"": ""cableado""}"
0020307745,Pack Genia Air Max 8 con MiPro Sense inalámbrico,otros,ud,10235.00,21,"{""control"": ""inalambrico""}"
0020307746,Pack Genia Air Max 8 con MiPro Sense cableado,otros,ud,10135.00,21,"{""control"": ""cableado""}"
0020307747,Pack Genia Air Max 12 con MiPro Sense inalámbrico (230V),otros,ud,13465.00,21,"{""control"": ""inalambrico""}"
0020307748,Pack Genia Air Max 12 con MiPro Sense cableado (230V),otros,ud,13365.00,21,"{""control"": ""cableado""}"
0020307749,Pack Genia Air Max 12 con MiPro Sense inalámbrico (400V),otros,ud,14240.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
0020307750,Pack Genia Air Max 12 con MiPro Sense cableado (400V),otros,ud,14140.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
0020307751,Pack Genia Air Max 15 con MiPro Sense inalámbrico (230V),otros,ud,14115.00,21,"{""control"": ""inalambrico""}"
0020307752,Pack Genia Air Max 15 con MiPro Sense cableado (230V),otros,ud,14015.00,21,"{""control"": ""cableado""}"
0020307753,Pack Genia Air Max 15 con MiPro Sense inalámbrico (400V),otros,ud,14910.00,21,"{""trifasica"": true, ""control"": ""inalambrico""}"
0020307754,Pack Genia Air Max 15 con MiPro Sense cableado (400V),otros,ud,14810.00,21,"{""trifasica"": true, ""control"": ""cableado""}"
0020307767,Ampliación cascada Genia Air Max 4,otros,ud,8905.00,21,{}
